"gate_id","readiness_id","label","requirement_id","requirement_label","command","artifact_path","readiness_status","artifact_status","review_status","owner_action","required_env_summary","preconditions","acceptance_checks","redaction_boundary","does_not_prove","official_reference_ids"
"real_stripe_test_checkout","stripe_test_checkout","Real Stripe test-mode checkout","environment","Owner environment values","npm run verify:stripe-test-checkout","docs/commercialization/stripe-test-checkout-proof-latest.json","owner_action_required","skipped_missing_env","owner_live_proof_required","Provide or load the required local/CI secret names for this verifier without printing values.","SUPABASE_URL or VITE_SUPABASE_URL; SUPABASE_ANON_KEY or VITE_SUPABASE_ANON_KEY; LIVE_SUPABASE_TEST_USER_EMAIL or STRIPE_TEST_USER_EMAIL; LIVE_SUPABASE_TEST_USER_PASSWORD or STRIPE_TEST_USER_PASSWORD; STRIPE_TEST_SECRET_KEY or STRIPE_TEST_RESTRICTED_KEY with sk_test_/rk_test_ prefix; generic STRIPE_SECRET_KEY is ignored for this test proof; STRIPE_TEST_PRICE_ID or APO_STRIPE_TEST_PRICE_ID","Dedicated synthetic Supabase Auth test user exists.; The target create-checkout-session Edge Function is deployed and configured with its own server-side Stripe/Supabase secrets.; The Price ID belongs to Stripe test mode.","artifact status=passed; all artifact checks passed; evidenceSummary.testMode=true; evidenceSummary.checkoutSessionCreated=true; evidenceSummary.edgeFunction=create-checkout-session; evidenceSummary.checkoutSessionMode=subscription; evidenceSummary.paymentStatus is recorded; evidenceSummary.ownerEvidenceArchive has all checkout archive fields=true","Stripe keys, customer identity, payment method details, hosted Checkout URLs, Stripe dashboard URLs, Checkout Session payload, Supabase function invocation metadata, Supabase auth token, and synthetic-user credentials remain owner-held outside tracked files.","Live revenue; MRR; Payment fulfillment in live mode; Webhook fulfillment; PCI DSS compliance","stripe-test-mode; stripe-api-keys; stripe-key-best-practices; pci-dss-v4-0-1; supabase-edge-function-secrets"
"real_stripe_test_checkout","stripe_test_checkout","Real Stripe test-mode checkout","preconditions","External preconditions","npm run verify:stripe-test-checkout","docs/commercialization/stripe-test-checkout-proof-latest.json","owner_action_required","skipped_missing_env","owner_live_proof_required","Confirm target Stripe/Supabase state exists before running the verifier.","SUPABASE_URL or VITE_SUPABASE_URL; SUPABASE_ANON_KEY or VITE_SUPABASE_ANON_KEY; LIVE_SUPABASE_TEST_USER_EMAIL or STRIPE_TEST_USER_EMAIL; LIVE_SUPABASE_TEST_USER_PASSWORD or STRIPE_TEST_USER_PASSWORD; STRIPE_TEST_SECRET_KEY or STRIPE_TEST_RESTRICTED_KEY with sk_test_/rk_test_ prefix; generic STRIPE_SECRET_KEY is ignored for this test proof; STRIPE_TEST_PRICE_ID or APO_STRIPE_TEST_PRICE_ID","Dedicated synthetic Supabase Auth test user exists.; The target create-checkout-session Edge Function is deployed and configured with its own server-side Stripe/Supabase secrets.; The Price ID belongs to Stripe test mode.","artifact status=passed; all artifact checks passed; evidenceSummary.testMode=true; evidenceSummary.checkoutSessionCreated=true; evidenceSummary.edgeFunction=create-checkout-session; evidenceSummary.checkoutSessionMode=subscription; evidenceSummary.paymentStatus is recorded; evidenceSummary.ownerEvidenceArchive has all checkout archive fields=true","Stripe keys, customer identity, payment method details, hosted Checkout URLs, Stripe dashboard URLs, Checkout Session payload, Supabase function invocation metadata, Supabase auth token, and synthetic-user credentials remain owner-held outside tracked files.","Live revenue; MRR; Payment fulfillment in live mode; Webhook fulfillment; PCI DSS compliance","stripe-test-mode; stripe-api-keys; stripe-key-best-practices; pci-dss-v4-0-1; supabase-edge-function-secrets"
"real_stripe_test_checkout","stripe_test_checkout","Real Stripe test-mode checkout","run-command","Run proof command","npm run verify:stripe-test-checkout","docs/commercialization/stripe-test-checkout-proof-latest.json","owner_action_required","skipped_missing_env","owner_live_proof_required","Run the verifier command from the repo root only after the credential and precondition checks are true.","SUPABASE_URL or VITE_SUPABASE_URL; SUPABASE_ANON_KEY or VITE_SUPABASE_ANON_KEY; LIVE_SUPABASE_TEST_USER_EMAIL or STRIPE_TEST_USER_EMAIL; LIVE_SUPABASE_TEST_USER_PASSWORD or STRIPE_TEST_USER_PASSWORD; STRIPE_TEST_SECRET_KEY or STRIPE_TEST_RESTRICTED_KEY with sk_test_/rk_test_ prefix; generic STRIPE_SECRET_KEY is ignored for this test proof; STRIPE_TEST_PRICE_ID or APO_STRIPE_TEST_PRICE_ID","Dedicated synthetic Supabase Auth test user exists.; The target create-checkout-session Edge Function is deployed and configured with its own server-side Stripe/Supabase secrets.; The Price ID belongs to Stripe test mode.","artifact status=passed; all artifact checks passed; evidenceSummary.testMode=true; evidenceSummary.checkoutSessionCreated=true; evidenceSummary.edgeFunction=create-checkout-session; evidenceSummary.checkoutSessionMode=subscription; evidenceSummary.paymentStatus is recorded; evidenceSummary.ownerEvidenceArchive has all checkout archive fields=true","Stripe keys, customer identity, payment method details, hosted Checkout URLs, Stripe dashboard URLs, Checkout Session payload, Supabase function invocation metadata, Supabase auth token, and synthetic-user credentials remain owner-held outside tracked files.","Live revenue; MRR; Payment fulfillment in live mode; Webhook fulfillment; PCI DSS compliance","stripe-test-mode; stripe-api-keys; stripe-key-best-practices; pci-dss-v4-0-1; supabase-edge-function-secrets"
"real_stripe_test_checkout","stripe_test_checkout","Real Stripe test-mode checkout","artifact-review","Review generated artifact","npm run verify:stripe-test-checkout","docs/commercialization/stripe-test-checkout-proof-latest.json","owner_action_required","skipped_missing_env","owner_live_proof_required","Confirm the tracked proof artifact has status=passed and contains redacted metadata only.","SUPABASE_URL or VITE_SUPABASE_URL; SUPABASE_ANON_KEY or VITE_SUPABASE_ANON_KEY; LIVE_SUPABASE_TEST_USER_EMAIL or STRIPE_TEST_USER_EMAIL; LIVE_SUPABASE_TEST_USER_PASSWORD or STRIPE_TEST_USER_PASSWORD; STRIPE_TEST_SECRET_KEY or STRIPE_TEST_RESTRICTED_KEY with sk_test_/rk_test_ prefix; generic STRIPE_SECRET_KEY is ignored for this test proof; STRIPE_TEST_PRICE_ID or APO_STRIPE_TEST_PRICE_ID","Dedicated synthetic Supabase Auth test user exists.; The target create-checkout-session Edge Function is deployed and configured with its own server-side Stripe/Supabase secrets.; The Price ID belongs to Stripe test mode.","artifact status=passed; all artifact checks passed; evidenceSummary.testMode=true; evidenceSummary.checkoutSessionCreated=true; evidenceSummary.edgeFunction=create-checkout-session; evidenceSummary.checkoutSessionMode=subscription; evidenceSummary.paymentStatus is recorded; evidenceSummary.ownerEvidenceArchive has all checkout archive fields=true","Stripe keys, customer identity, payment method details, hosted Checkout URLs, Stripe dashboard URLs, Checkout Session payload, Supabase function invocation metadata, Supabase auth token, and synthetic-user credentials remain owner-held outside tracked files.","Live revenue; MRR; Payment fulfillment in live mode; Webhook fulfillment; PCI DSS compliance","stripe-test-mode; stripe-api-keys; stripe-key-best-practices; pci-dss-v4-0-1; supabase-edge-function-secrets"
"real_stripe_test_checkout","stripe_test_checkout","Real Stripe test-mode checkout","archive-and-redaction","Owner-held archive and redaction policy","npm run verify:stripe-test-checkout","docs/commercialization/stripe-test-checkout-proof-latest.json","owner_action_required","skipped_missing_env","owner_live_proof_required","Confirm raw provider payloads, screenshots, exports, secrets, tokens, customer identifiers, hosted Stripe URLs, provider dashboard URLs, private profile URLs, and meeting/calendar links are retained owner-held outside git, and that the redacted artifact carries the required ownerEvidenceArchive policy fields.","SUPABASE_URL or VITE_SUPABASE_URL; SUPABASE_ANON_KEY or VITE_SUPABASE_ANON_KEY; LIVE_SUPABASE_TEST_USER_EMAIL or STRIPE_TEST_USER_EMAIL; LIVE_SUPABASE_TEST_USER_PASSWORD or STRIPE_TEST_USER_PASSWORD; STRIPE_TEST_SECRET_KEY or STRIPE_TEST_RESTRICTED_KEY with sk_test_/rk_test_ prefix; generic STRIPE_SECRET_KEY is ignored for this test proof; STRIPE_TEST_PRICE_ID or APO_STRIPE_TEST_PRICE_ID","Dedicated synthetic Supabase Auth test user exists.; The target create-checkout-session Edge Function is deployed and configured with its own server-side Stripe/Supabase secrets.; The Price ID belongs to Stripe test mode.","artifact status=passed; all artifact checks passed; evidenceSummary.testMode=true; evidenceSummary.checkoutSessionCreated=true; evidenceSummary.edgeFunction=create-checkout-session; evidenceSummary.checkoutSessionMode=subscription; evidenceSummary.paymentStatus is recorded; evidenceSummary.ownerEvidenceArchive has all checkout archive fields=true","Stripe keys, customer identity, payment method details, hosted Checkout URLs, Stripe dashboard URLs, Checkout Session payload, Supabase function invocation metadata, Supabase auth token, and synthetic-user credentials remain owner-held outside tracked files.","Live revenue; MRR; Payment fulfillment in live mode; Webhook fulfillment; PCI DSS compliance","stripe-test-mode; stripe-api-keys; stripe-key-best-practices; pci-dss-v4-0-1; supabase-edge-function-secrets"
"real_stripe_test_checkout","stripe_test_checkout","Real Stripe test-mode checkout","compose-live-evidence","Compose redacted live-gate evidence","npm run verify:stripe-test-checkout","docs/commercialization/stripe-test-checkout-proof-latest.json","owner_action_required","skipped_missing_env","owner_live_proof_required","Run the live-gate composer after all four proof artifacts pass.","SUPABASE_URL or VITE_SUPABASE_URL; SUPABASE_ANON_KEY or VITE_SUPABASE_ANON_KEY; LIVE_SUPABASE_TEST_USER_EMAIL or STRIPE_TEST_USER_EMAIL; LIVE_SUPABASE_TEST_USER_PASSWORD or STRIPE_TEST_USER_PASSWORD; STRIPE_TEST_SECRET_KEY or STRIPE_TEST_RESTRICTED_KEY with sk_test_/rk_test_ prefix; generic STRIPE_SECRET_KEY is ignored for this test proof; STRIPE_TEST_PRICE_ID or APO_STRIPE_TEST_PRICE_ID","Dedicated synthetic Supabase Auth test user exists.; The target create-checkout-session Edge Function is deployed and configured with its own server-side Stripe/Supabase secrets.; The Price ID belongs to Stripe test mode.","artifact status=passed; all artifact checks passed; evidenceSummary.testMode=true; evidenceSummary.checkoutSessionCreated=true; evidenceSummary.edgeFunction=create-checkout-session; evidenceSummary.checkoutSessionMode=subscription; evidenceSummary.paymentStatus is recorded; evidenceSummary.ownerEvidenceArchive has all checkout archive fields=true","Stripe keys, customer identity, payment method details, hosted Checkout URLs, Stripe dashboard URLs, Checkout Session payload, Supabase function invocation metadata, Supabase auth token, and synthetic-user credentials remain owner-held outside tracked files.","Live revenue; MRR; Payment fulfillment in live mode; Webhook fulfillment; PCI DSS compliance","stripe-test-mode; stripe-api-keys; stripe-key-best-practices; pci-dss-v4-0-1; supabase-edge-function-secrets"
"real_stripe_test_checkout","stripe_test_checkout","Real Stripe test-mode checkout","validate-live-evidence","Validate fail-closed live evidence","npm run verify:stripe-test-checkout","docs/commercialization/stripe-test-checkout-proof-latest.json","owner_action_required","skipped_missing_env","owner_live_proof_required","Compose partial redacted live-gate evidence for accepted proof artifacts, then use complete validation only after all live proof artifacts pass; keep raw proof outside git.","SUPABASE_URL or VITE_SUPABASE_URL; SUPABASE_ANON_KEY or VITE_SUPABASE_ANON_KEY; LIVE_SUPABASE_TEST_USER_EMAIL or STRIPE_TEST_USER_EMAIL; LIVE_SUPABASE_TEST_USER_PASSWORD or STRIPE_TEST_USER_PASSWORD; STRIPE_TEST_SECRET_KEY or STRIPE_TEST_RESTRICTED_KEY with sk_test_/rk_test_ prefix; generic STRIPE_SECRET_KEY is ignored for this test proof; STRIPE_TEST_PRICE_ID or APO_STRIPE_TEST_PRICE_ID","Dedicated synthetic Supabase Auth test user exists.; The target create-checkout-session Edge Function is deployed and configured with its own server-side Stripe/Supabase secrets.; The Price ID belongs to Stripe test mode.","artifact status=passed; all artifact checks passed; evidenceSummary.testMode=true; evidenceSummary.checkoutSessionCreated=true; evidenceSummary.edgeFunction=create-checkout-session; evidenceSummary.checkoutSessionMode=subscription; evidenceSummary.paymentStatus is recorded; evidenceSummary.ownerEvidenceArchive has all checkout archive fields=true","Stripe keys, customer identity, payment method details, hosted Checkout URLs, Stripe dashboard URLs, Checkout Session payload, Supabase function invocation metadata, Supabase auth token, and synthetic-user credentials remain owner-held outside tracked files.","Live revenue; MRR; Payment fulfillment in live mode; Webhook fulfillment; PCI DSS compliance","stripe-test-mode; stripe-api-keys; stripe-key-best-practices; pci-dss-v4-0-1; supabase-edge-function-secrets"
"real_stripe_test_checkout","stripe_test_checkout","Real Stripe test-mode checkout","claim-boundary","Claim boundary","npm run verify:stripe-test-checkout","docs/commercialization/stripe-test-checkout-proof-latest.json","owner_action_required","skipped_missing_env","owner_live_proof_required","Do not cite this gate beyond the explicit does-not-prove boundary.","SUPABASE_URL or VITE_SUPABASE_URL; SUPABASE_ANON_KEY or VITE_SUPABASE_ANON_KEY; LIVE_SUPABASE_TEST_USER_EMAIL or STRIPE_TEST_USER_EMAIL; LIVE_SUPABASE_TEST_USER_PASSWORD or STRIPE_TEST_USER_PASSWORD; STRIPE_TEST_SECRET_KEY or STRIPE_TEST_RESTRICTED_KEY with sk_test_/rk_test_ prefix; generic STRIPE_SECRET_KEY is ignored for this test proof; STRIPE_TEST_PRICE_ID or APO_STRIPE_TEST_PRICE_ID","Dedicated synthetic Supabase Auth test user exists.; The target create-checkout-session Edge Function is deployed and configured with its own server-side Stripe/Supabase secrets.; The Price ID belongs to Stripe test mode.","artifact status=passed; all artifact checks passed; evidenceSummary.testMode=true; evidenceSummary.checkoutSessionCreated=true; evidenceSummary.edgeFunction=create-checkout-session; evidenceSummary.checkoutSessionMode=subscription; evidenceSummary.paymentStatus is recorded; evidenceSummary.ownerEvidenceArchive has all checkout archive fields=true","Stripe keys, customer identity, payment method details, hosted Checkout URLs, Stripe dashboard URLs, Checkout Session payload, Supabase function invocation metadata, Supabase auth token, and synthetic-user credentials remain owner-held outside tracked files.","Live revenue; MRR; Payment fulfillment in live mode; Webhook fulfillment; PCI DSS compliance","stripe-test-mode; stripe-api-keys; stripe-key-best-practices; pci-dss-v4-0-1; supabase-edge-function-secrets"
"production_calibration_run","production_calibration","Production calibration run","environment","Owner environment values","npm run verify:production-calibration","docs/commercialization/production-calibration-proof-latest.json","env_file_complete_not_loaded","passed","owner_live_proof_required","Provide or load the required local/CI secret names for this verifier without printing values.","SUPABASE_URL or VITE_SUPABASE_URL; SUPABASE_ANON_KEY or VITE_SUPABASE_ANON_KEY","Approved migrations are applied to the target Supabase project.; The calibrate-ece Edge Function is deployed.; Function-level service-role secret is configured in Supabase, not committed locally.; Live APO logs and approved expert-assessment rows exist.","artifact status=passed; all artifact checks passed; evidenceSummary.method=apo_overall_vs_expert_assessments; evidenceSummary.ece is in [0,1]; expertAssessmentCount and predictionPairCount are positive; evidenceSummary.ownerEvidenceArchive has all calibration archive fields=true","Supabase service-role key, Supabase dashboard URLs, raw APO logs, respondent details, and non-public expert labels remain owner-held outside tracked files.","Scientific validity beyond the measured sample; Future model performance; Employment-decision validity","supabase-edge-function-secrets; github-actions-secrets"
"production_calibration_run","production_calibration","Production calibration run","preconditions","External preconditions","npm run verify:production-calibration","docs/commercialization/production-calibration-proof-latest.json","env_file_complete_not_loaded","passed","owner_live_proof_required","Confirm target Stripe/Supabase state exists before running the verifier.","SUPABASE_URL or VITE_SUPABASE_URL; SUPABASE_ANON_KEY or VITE_SUPABASE_ANON_KEY","Approved migrations are applied to the target Supabase project.; The calibrate-ece Edge Function is deployed.; Function-level service-role secret is configured in Supabase, not committed locally.; Live APO logs and approved expert-assessment rows exist.","artifact status=passed; all artifact checks passed; evidenceSummary.method=apo_overall_vs_expert_assessments; evidenceSummary.ece is in [0,1]; expertAssessmentCount and predictionPairCount are positive; evidenceSummary.ownerEvidenceArchive has all calibration archive fields=true","Supabase service-role key, Supabase dashboard URLs, raw APO logs, respondent details, and non-public expert labels remain owner-held outside tracked files.","Scientific validity beyond the measured sample; Future model performance; Employment-decision validity","supabase-edge-function-secrets; github-actions-secrets"
